game_pk,game_date,team,opponent,is_home,runs,runs_allowed
777202,2025-07-07,Cleveland Guardians,Houston Astros,0,7,5
777200,2025-07-07,Los Angeles Angels,Texas Rangers,1,6,5
777200,2025-07-07,Texas Rangers,Los Angeles Angels,0,5,6
777203,2025-07-07,San Diego Padres,Arizona Diamondbacks,1,3,6
777203,2025-07-07,Arizona Diamondbacks,San Diego Padres,0,6,3
777199,2025-07-07,San Francisco Giants,Philadelphia Phillies,1,3,1
777199,2025-07-07,Philadelphia Phillies,San Francisco Giants,0,1,3
777198,2025-07-08,Baltimore Orioles,New York Mets,1,6,7
777198,2025-07-08,New York Mets,Baltimore Orioles,0,7,6
777195,2025-07-08,Detroit Tigers,Tampa Bay Rays,1,4,2
777195,2025-07-08,Tampa Bay Rays,Detroit Tigers,0,2,4
777187,2025-07-08,New York Yankees,Seattle Mariners,1,10,3
777187,2025-07-08,Seattle Mariners,New York Yankees,0,3,10
777196,2025-07-08,Boston Red Sox,Colorado Rockies,1,10,2
777196,2025-07-08,Colorado Rockies,Boston Red Sox,0,2,10
777197,2025-07-08,Cincinnati Reds,Miami Marlins,1,2,12
777197,2025-07-08,Miami Marlins,Cincinnati Reds,0,12,2
777194,2025-07-08,Kansas City Royals,Pittsburgh Pirates,1,4,3
777194,2025-07-08,Pittsburgh Pirates,Kansas City Royals,0,3,4
777190,2025-07-08,Minnesota Twins,Chicago Cubs,1,8,1
777190,2025-07-08,Chicago Cubs,Minnesota Twins,0,1,8
777188,2025-07-08,Chicago White Sox,Toronto Blue Jays,1,1,6
777188,2025-07-08,Toronto Blue Jays,Chicago White Sox,0,6,1
777193,2025-07-08,Milwaukee Brewers,Los Angeles Dodgers,1,3,1
777193,2025-07-08,Los Angeles Dodgers,Milwaukee Brewers,0,1,3
777191,2025-07-08,St. Louis Cardinals,Washington Nationals,1,4,2
777191,2025-07-08,Washington Nationals,St. Louis Cardinals,0,2,4
777192,2025-07-08,Houston Astros,Cleveland Guardians,1,6,10
777192,2025-07-08,Cleveland Guardians,Houston Astros,0,10,6
777180,2025-07-08,Los Angeles Angels,Texas Rangers,1,1,13
777180,2025-07-08,Texas Rangers,Los Angeles Angels,0,13,1
777185,2025-07-08,San Diego Padres,Arizona Diamondbacks,1,1,0
777185,2025-07-08,Arizona Diamondbacks,San Diego Padres,0,0,1
777186,2025-07-08,San Francisco Giants,Philadelphia Phillies,1,4,3
777186,2025-07-08,Philadelphia Phillies,San Francisco Giants,0,3,4
777189,2025-07-08,Athletics,Atlanta Braves,1,10,1
777189,2025-07-08,Atlanta Braves,Athletics,0,1,10
777172,2025-07-09,Chicago White Sox,Toronto Blue Jays,1,2,1
777172,2025-07-09,Toronto Blue Jays,Chicago White Sox,0,1,2
777175,2025-07-09,Milwaukee Brewers,Los Angeles Dodgers,1,3,2
777175,2025-07-09,Los Angeles Dodgers,Milwaukee Brewers,0,2,3
777163,2025-07-09,San Francisco Giants,Philadelphia Phillies,1,0,13
777163,2025-07-09,Philadelphia Phillies,San Francisco Giants,0,13,0
777182,2025-07-09,Detroit Tigers,Tampa Bay Rays,1,3,7
777182,2025-07-09,Tampa Bay Rays,Detroit Tigers,0,7,3
777184,2025-07-09,New York Yankees,Seattle Mariners,1,9,6
777184,2025-07-09,Seattle Mariners,New York Yankees,0,6,9
777179,2025-07-09,Boston Red Sox,Colorado Rockies,1,10,2
777179,2025-07-09,Colorado Rockies,Boston Red Sox,0,2,10
777183,2025-07-09,Cincinnati Reds,Miami Marlins,1,7,2
777183,2025-07-09,Miami Marlins,Cincinnati Reds,0,2,7
777177,2025-07-09,Kansas City Royals,Pittsburgh Pirates,1,4,3
777177,2025-07-09,Pittsburgh Pirates,Kansas City Royals,0,3,4
777173,2025-07-09,Minnesota Twins,Chicago Cubs,1,4,2
777173,2025-07-09,Chicago Cubs,Minnesota Twins,0,2,4
777178,2025-07-09,St. Louis Cardinals,Washington Nationals,1,2,8
777178,2025-07-09,Washington Nationals,St. Louis Cardinals,0,8,2
777174,2025-07-09,Houston Astros,Cleveland Guardians,1,2,4
777174,2025-07-09,Cleveland Guardians,Houston Astros,0,4,2
777171,2025-07-09,Los Angeles Angels,Texas Rangers,1,11,8
777171,2025-07-09,Texas Rangers,Los Angeles Angels,0,8,11
777162,2025-07-09,San Diego Padres,Arizona Diamondbacks,1,2,8
777162,2025-07-09,Arizona Diamondbacks,San Diego Padres,0,8,2
777176,2025-07-09,Athletics,Atlanta Braves,1,2,9
777176,2025-07-09,Atlanta Braves,Athletics,0,9,2
777165,2025-07-10,Baltimore Orioles,New York Mets,1,3,1
777165,2025-07-10,New York Mets,Baltimore Orioles,0,1,3
777181,2025-07-10,Baltimore Orioles,New York Mets,1,7,3
777181,2025-07-10,New York Mets,Baltimore Orioles,0,3,7
777166,2025-07-10,Minnesota Twins,Chicago Cubs,1,1,8
777166,2025-07-10,Chicago Cubs,Minnesota Twins,0,8,1
777168,2025-07-10,Cincinnati Reds,Miami Marlins,1,6,0
777168,2025-07-10,Miami Marlins,Cincinnati Reds,0,0,6
777169,2025-07-10,New York Yankees,Seattle Mariners,1,6,5
777169,2025-07-10,Seattle Mariners,New York Yankees,0,5,6
777170,2025-07-10,Boston Red Sox,Tampa Bay Rays,1,4,3
777170,2025-07-10,Tampa Bay Rays,Boston Red Sox,0,3,4
777167,2025-07-10,St. Louis Cardinals,Washington Nationals,1,8,1
777167,2025-07-10,Washington Nationals,St. Louis Cardinals,0,1,8
777156,2025-07-10,Athletics,Atlanta Braves,1,5,4
777156,2025-07-10,Atlanta Braves,Athletics,0,4,5
777159,2025-07-10,Los Angeles Angels,Texas Rangers,1,4,11
777159,2025-07-10,Texas Rangers,Los Angeles Angels,0,11,4
777158,2025-07-10,San Diego Padres,Arizona Diamondbacks,1,4,3
777158,2025-07-10,Arizona Diamondbacks,San Diego Padres,0,3,4
777164,2025-07-11,Chicago White Sox,Cleveland Guardians,1,2,4
777164,2025-07-11,Cleveland Guardians,Chicago White Sox,0,4,2
777146,2025-07-11,Chicago White Sox,Cleveland Guardians,1,5,4
777146,2025-07-11,Cleveland Guardians,Chicago White Sox,0,4,5
777157,2025-07-11,Baltimore Orioles,Miami Marlins,1,5,2
777157,2025-07-11,Miami Marlins,Baltimore Orioles,0,2,5
777153,2025-07-11,New York Yankees,Chicago Cubs,1,11,0
777153,2025-07-11,Chicago Cubs,New York Yankees,0,0,11
777160,2025-07-11,Cincinnati Reds,Colorado Rockies,1,2,3
777160,2025-07-11,Colorado Rockies,Cincinnati Reds,0,3,2
777161,2025-07-11,Detroit Tigers,Seattle Mariners,1,3,12
777161,2025-07-11,Seattle Mariners,Detroit Tigers,0,12,3
777155,2025-07-11,Boston Red Sox,Tampa Bay Rays,1,5,4
777155,2025-07-11,Tampa Bay Rays,Boston Red Sox,0,4,5
777151,2025-07-11,Kansas City Royals,New York Mets,1,3,8
777151,2025-07-11,New York Mets,Kansas City Royals,0,8,3
777154,2025-07-11,Houston Astros,Texas Rangers,1,3,7
777154,2025-07-11,Texas Rangers,Houston Astros,0,7,3
777148,2025-07-11,Minnesota Twins,Pittsburgh Pirates,1,2,1
777148,2025-07-11,Pittsburgh Pirates,Minnesota Twins,0,1,2
777149,2025-07-11,Milwaukee Brewers,Washington Nationals,1,8,3
777149,2025-07-11,Washington Nationals,Milwaukee Brewers,0,3,8
777147,2025-07-11,St. Louis Cardinals,Atlanta Braves,1,5,6
777147,2025-07-11,Atlanta Braves,St. Louis Cardinals,0,6,5
777150,2025-07-11,Los Angeles Angels,Arizona Diamondbacks,1,6,5
777150,2025-07-11,Arizona Diamondbacks,Los Angeles Angels,0,5,6
777139,2025-07-11,San Diego Padres,Philadelphia Phillies,1,4,2
777139,2025-07-11,Philadelphia Phillies,San Diego Padres,0,2,4
777152,2025-07-11,Athletics,Toronto Blue Jays,1,6,7
777152,2025-07-11,Toronto Blue Jays,Athletics,0,7,6
777143,2025-07-11,San Francisco Giants,Los Angeles Dodgers,1,8,7
777143,2025-07-11,Los Angeles Dodgers,San Francisco Giants,0,7,8
777142,2025-07-12,New York Yankees,Chicago Cubs,1,2,5
777142,2025-07-12,Chicago Cubs,New York Yankees,0,5,2
777145,2025-07-12,Detroit Tigers,Seattle Mariners,1,7,15
777145,2025-07-12,Seattle Mariners,Detroit Tigers,0,15,7
777134,2025-07-12,Minnesota Twins,Pittsburgh Pirates,1,12,4
777134,2025-07-12,Pittsburgh Pirates,Minnesota Twins,0,4,12
777133,2025-07-12,St. Louis Cardinals,Atlanta Braves,1,6,7
777133,2025-07-12,Atlanta Braves,St. Louis Cardinals,0,7,6
777127,2025-07-12,San Francisco Giants,Los Angeles Dodgers,1,1,2
777127,2025-07-12,Los Angeles Dodgers,San Francisco Giants,0,2,1
777141,2025-07-12,Baltimore Orioles,Miami Marlins,1,0,6
777141,2025-07-12,Miami Marlins,Baltimore Orioles,0,6,0
777140,2025-07-12,Cincinnati Reds,Colorado Rockies,1,4,3
777140,2025-07-12,Colorado Rockies,Cincinnati Reds,0,3,4
777136,2025-07-12,Kansas City Royals,New York Mets,1,1,3
777136,2025-07-12,New York Mets,Kansas City Royals,0,3,1
777144,2025-07-12,Boston Red Sox,Tampa Bay Rays,1,1,0
777144,2025-07-12,Tampa Bay Rays,Boston Red Sox,0,0,1
777138,2025-07-12,Chicago White Sox,Cleveland Guardians,1,2,6
777138,2025-07-12,Cleveland Guardians,Chicago White Sox,0,6,2
777135,2025-07-12,Milwaukee Brewers,Washington Nationals,1,6,5
777135,2025-07-12,Washington Nationals,Milwaukee Brewers,0,5,6
777137,2025-07-12,Houston Astros,Texas Rangers,1,5,4
777137,2025-07-12,Texas Rangers,Houston Astros,0,4,5
777126,2025-07-12,San Diego Padres,Philadelphia Phillies,1,5,4
777126,2025-07-12,Philadelphia Phillies,San Diego Padres,0,4,5
777131,2025-07-12,Los Angeles Angels,Arizona Diamondbacks,1,10,5
777131,2025-07-12,Arizona Diamondbacks,Los Angeles Angels,0,5,10
777132,2025-07-12,Athletics,Toronto Blue Jays,1,4,3
777132,2025-07-12,Toronto Blue Jays,Athletics,0,3,4
777130,2025-07-13,Boston Red Sox,Tampa Bay Rays,1,4,1
777130,2025-07-13,Tampa Bay Rays,Boston Red Sox,0,1,4
777129,2025-07-13,Baltimore Orioles,Miami Marlins,1,1,11
777129,2025-07-13,Miami Marlins,Baltimore Orioles,0,11,1
777122,2025-07-13,New York Yankees,Chicago Cubs,1,1,4
777122,2025-07-13,Chicago Cubs,New York Yankees,0,4,1
777128,2025-07-13,Cincinnati Reds,Colorado Rockies,1,4,2
777128,2025-07-13,Colorado Rockies,Cincinnati Reds,0,2,4
777121,2025-07-13,Detroit Tigers,Seattle Mariners,1,4,8
777121,2025-07-13,Seattle Mariners,Detroit Tigers,0,8,4
777124,2025-07-13,Kansas City Royals,New York Mets,1,3,2
777124,2025-07-13,New York Mets,Kansas City Royals,0,2,3
777125,2025-07-13,Houston Astros,Texas Rangers,1,1,5
777125,2025-07-13,Texas Rangers,Houston Astros,0,5,1
777113,2025-07-13,Minnesota Twins,Pittsburgh Pirates,1,1,2
777113,2025-07-13,Pittsburgh Pirates,Minnesota Twins,0,2,1
777120,2025-07-13,Chicago White Sox,Cleveland Guardians,1,5,6
777120,2025-07-13,Cleveland Guardians,Chicago White Sox,0,6,5
777123,2025-07-13,Milwaukee Brewers,Washington Nationals,1,8,1
777123,2025-07-13,Washington Nationals,Milwaukee Brewers,0,1,8
777118,2025-07-13,St. Louis Cardinals,Atlanta Braves,1,5,4
777118,2025-07-13,Atlanta Braves,St. Louis Cardinals,0,4,5
777119,2025-07-13,San Francisco Giants,Los Angeles Dodgers,1,2,5
777119,2025-07-13,Los Angeles Dodgers,San Francisco Giants,0,5,2
777116,2025-07-13,Athletics,Toronto Blue Jays,1,6,3
777116,2025-07-13,Toronto Blue Jays,Athletics,0,3,6
777115,2025-07-13,Los Angeles Angels,Arizona Diamondbacks,1,1,5
777115,2025-07-13,Arizona Diamondbacks,Los Angeles Angels,0,5,1
777117,2025-07-13,San Diego Padres,Philadelphia Phillies,1,1,2
777117,2025-07-13,Philadelphia Phillies,San Diego Padres,0,2,1
777101,2025-07-18,Chicago Cubs,Boston Red Sox,1,4,1
777101,2025-07-18,Boston Red Sox,Chicago Cubs,0,1,4
777107,2025-07-18,Pittsburgh Pirates,Chicago White Sox,1,1,10
777107,2025-07-18,Chicago White Sox,Pittsburgh Pirates,0,10,1
777112,2025-07-18,Washington Nationals,San Diego Padres,1,2,7
777112,2025-07-18,San Diego Padres,Washington Nationals,0,7,2
777106,2025-07-18,Philadelphia Phillies,Los Angeles Angels,1,5,6
777106,2025-07-18,Los Angeles Angels,Philadelphia Phillies,0,6,5
777108,2025-07-18,Toronto Blue Jays,San Francisco Giants,1,4,0
777108,2025-07-18,San Francisco Giants,Toronto Blue Jays,0,0,4
777111,2025-07-18,New York Mets,Cincinnati Reds,1,4,8
777111,2025-07-18,Cincinnati Reds,New York Mets,0,8,4
777105,2025-07-18,Cleveland Guardians,Athletics,1,8,6
777105,2025-07-18,Athletics,Cleveland Guardians,0,6,8
777109,2025-07-18,Miami Marlins,Kansas City Royals,1,8,7
777109,2025-07-18,Kansas City Royals,Miami Marlins,0,7,8
777114,2025-07-18,Atlanta Braves,New York Yankees,1,7,3
777114,2025-07-18,New York Yankees,Atlanta Braves,0,3,7
777110,2025-07-18,Tampa Bay Rays,Baltimore Orioles,1,11,1
777110,2025-07-18,Baltimore Orioles,Tampa Bay Rays,0,1,11
777098,2025-07-18,Texas Rangers,Detroit Tigers,1,2,0
777098,2025-07-18,Detroit Tigers,Texas Rangers,0,0,2
777102,2025-07-18,Colorado Rockies,Minnesota Twins,1,6,4
777102,2025-07-18,Minnesota Twins,Colorado Rockies,0,4,6
777100,2025-07-18,Arizona Diamondbacks,St. Louis Cardinals,1,7,3
777100,2025-07-18,St. Louis Cardinals,Arizona Diamondbacks,0,3,7
777099,2025-07-18,Seattle Mariners,Houston Astros,1,6,1
777099,2025-07-18,Houston Astros,Seattle Mariners,0,1,6
777103,2025-07-18,Los Angeles Dodgers,Milwaukee Brewers,1,0,2
777103,2025-07-18,Milwaukee Brewers,Los Angeles Dodgers,0,2,0
777094,2025-07-19,Toronto Blue Jays,San Francisco Giants,1,6,3
777094,2025-07-19,San Francisco Giants,Toronto Blue Jays,0,3,6
777092,2025-07-19,New York Mets,Cincinnati Reds,1,2,5
777092,2025-07-19,Cincinnati Reds,New York Mets,0,5,2
777093,2025-07-19,Miami Marlins,Kansas City Royals,1,3,1
777093,2025-07-19,Kansas City Royals,Miami Marlins,0,1,3
777089,2025-07-19,Philadelphia Phillies,Los Angeles Angels,1,9,5
777089,2025-07-19,Los Angeles Angels,Philadelphia Phillies,0,5,9
777090,2025-07-19,Pittsburgh Pirates,Chicago White Sox,1,4,10
777090,2025-07-19,Chicago White Sox,Pittsburgh Pirates,0,10,4
777091,2025-07-19,Washington Nationals,San Diego Padres,1,4,2
777091,2025-07-19,San Diego Padres,Washington Nationals,0,2,4
777095,2025-07-19,Tampa Bay Rays,Baltimore Orioles,1,4,3
777095,2025-07-19,Baltimore Orioles,Tampa Bay Rays,0,3,4
777088,2025-07-19,Texas Rangers,Detroit Tigers,1,4,1
777088,2025-07-19,Detroit Tigers,Texas Rangers,0,1,4
777104,2025-07-19,Cleveland Guardians,Athletics,1,2,8
777104,2025-07-19,Athletics,Cleveland Guardians,0,8,2
777096,2025-07-19,Chicago Cubs,Boston Red Sox,1,6,0
777096,2025-07-19,Boston Red Sox,Chicago Cubs,0,0,6
777081,2025-07-19,Arizona Diamondbacks,St. Louis Cardinals,1,10,1
777081,2025-07-19,St. Louis Cardinals,Arizona Diamondbacks,0,1,10
777097,2025-07-19,Atlanta Braves,New York Yankees,1,9,12
777097,2025-07-19,New York Yankees,Atlanta Braves,0,12,9
777080,2025-07-19,Colorado Rockies,Minnesota Twins,1,10,6
777080,2025-07-19,Minnesota Twins,Colorado Rockies,0,6,10
777085,2025-07-19,Los Angeles Dodgers,Milwaukee Brewers,1,7,8
777085,2025-07-19,Milwaukee Brewers,Los Angeles Dodgers,0,8,7
777086,2025-07-19,Seattle Mariners,Houston Astros,1,7,6
777086,2025-07-19,Houston Astros,Seattle Mariners,0,6,7
777079,2025-07-20,Toronto Blue Jays,San Francisco Giants,1,8,6
777079,2025-07-20,San Francisco Giants,Toronto Blue Jays,0,6,8
777076,2025-07-20,Tampa Bay Rays,Baltimore Orioles,1,3,5
777076,2025-07-20,Baltimore Orioles,Tampa Bay Rays,0,5,3
777077,2025-07-20,Washington Nationals,San Diego Padres,1,1,8
777077,2025-07-20,San Diego Padres,Washington Nationals,0,8,1
777078,2025-07-20,Philadelphia Phillies,Los Angeles Angels,1,2,8
777078,2025-07-20,Los Angeles Angels,Philadelphia Phillies,0,8,2
777074,2025-07-20,Pittsburgh Pirates,Chicago White Sox,1,2,7
777074,2025-07-20,Chicago White Sox,Pittsburgh Pirates,0,7,2
777083,2025-07-20,Atlanta Braves,New York Yankees,1,2,4
777083,2025-07-20,New York Yankees,Atlanta Braves,0,4,2
777087,2025-07-20,New York Mets,Cincinnati Reds,1,3,2
777087,2025-07-20,Cincinnati Reds,New York Mets,0,2,3
777084,2025-07-20,Cleveland Guardians,Athletics,1,8,2
777084,2025-07-20,Athletics,Cleveland Guardians,0,2,8
777082,2025-07-20,Miami Marlins,Kansas City Royals,1,4,7
777082,2025-07-20,Kansas City Royals,Miami Marlins,0,7,4
777075,2025-07-20,Chicago Cubs,Boston Red Sox,1,1,6
777075,2025-07-20,Boston Red Sox,Chicago Cubs,0,6,1
777072,2025-07-20,Colorado Rockies,Minnesota Twins,1,1,7
777072,2025-07-20,Minnesota Twins,Colorado Rockies,0,7,1
777067,2025-07-20,Seattle Mariners,Houston Astros,1,3,11
777067,2025-07-20,Houston Astros,Seattle Mariners,0,11,3
777071,2025-07-20,Arizona Diamondbacks,St. Louis Cardinals,1,5,3
777071,2025-07-20,St. Louis Cardinals,Arizona Diamondbacks,0,3,5
777070,2025-07-20,Los Angeles Dodgers,Milwaukee Brewers,1,5,6
777070,2025-07-20,Milwaukee Brewers,Los Angeles Dodgers,0,6,5
777073,2025-07-20,Texas Rangers,Detroit Tigers,1,1,2
777073,2025-07-20,Detroit Tigers,Texas Rangers,0,2,1
777068,2025-07-21,Cleveland Guardians,Baltimore Orioles,1,10,5
777068,2025-07-21,Baltimore Orioles,Cleveland Guardians,0,5,10
777060,2025-07-21,Pittsburgh Pirates,Detroit Tigers,1,3,0
777060,2025-07-21,Detroit Tigers,Pittsburgh Pirates,0,0,3
777062,2025-07-21,Miami Marlins,San Diego Padres,1,1,2
777062,2025-07-21,San Diego Padres,Miami Marlins,0,2,1
777064,2025-07-21,Washington Nationals,Cincinnati Reds,1,10,8
777064,2025-07-21,Cincinnati Reds,Washington Nationals,0,8,10
777063,2025-07-21,Philadelphia Phillies,Boston Red Sox,1,3,2
777063,2025-07-21,Boston Red Sox,Philadelphia Phillies,0,2,3
777066,2025-07-21,Toronto Blue Jays,New York Yankees,1,4,1
777066,2025-07-21,New York Yankees,Toronto Blue Jays,0,1,4
777061,2025-07-21,New York Mets,Los Angeles Angels,1,7,5
777061,2025-07-21,Los Angeles Angels,New York Mets,0,5,7
777069,2025-07-21,Atlanta Braves,San Francisco Giants,1,9,5
777069,2025-07-21,San Francisco Giants,Atlanta Braves,0,5,9
777059,2025-07-21,Tampa Bay Rays,Chicago White Sox,1,3,8
777059,2025-07-21,Chicago White Sox,Tampa Bay Rays,0,8,3
777065,2025-07-21,Chicago Cubs,Kansas City Royals,1,4,12
777065,2025-07-21,Kansas City Royals,Chicago Cubs,0,12,4
777057,2025-07-21,Texas Rangers,Athletics,1,7,2
777057,2025-07-21,Athletics,Texas Rangers,0,2,7
777053,2025-07-21,Colorado Rockies,St. Louis Cardinals,1,2,6
777053,2025-07-21,St. Louis Cardinals,Colorado Rockies,0,6,2
777055,2025-07-21,Arizona Diamondbacks,Houston Astros,1,3,6
777055,2025-07-21,Houston Astros,Arizona Diamondbacks,0,6,3
777050,2025-07-21,Seattle Mariners,Milwaukee Brewers,1,0,6
777050,2025-07-21,Milwaukee Brewers,Seattle Mariners,0,6,0
777051,2025-07-21,Los Angeles Dodgers,Minnesota Twins,1,5,2
777051,2025-07-21,Minnesota Twins,Los Angeles Dodgers,0,2,5
777056,2025-07-22,Cleveland Guardians,Baltimore Orioles,1,6,3
777056,2025-07-22,Baltimore Orioles,Cleveland Guardians,0,3,6
777044,2025-07-22,Pittsburgh Pirates,Detroit Tigers,1,8,5
777044,2025-07-22,Detroit Tigers,Pittsburgh Pirates,0,5,8
777052,2025-07-22,Miami Marlins,San Diego Padres,1,4,3
777052,2025-07-22,San Diego Padres,Miami Marlins,0,3,4
777042,2025-07-22,Washington Nationals,Cincinnati Reds,1,6,1
777042,2025-07-22,Cincinnati Reds,Washington Nationals,0,1,6
777045,2025-07-22,Philadelphia Phillies,Boston Red Sox,1,4,1
777045,2025-07-22,Boston Red Sox,Philadelphia Phillies,0,1,4
777048,2025-07-22,Tampa Bay Rays,Chicago White Sox,1,4,3
777048,2025-07-22,Chicago White Sox,Tampa Bay Rays,0,3,4
777046,2025-07-22,Toronto Blue Jays,New York Yankees,1,4,5
777046,2025-07-22,New York Yankees,Toronto Blue Jays,0,5,4
777054,2025-07-22,New York Mets,Los Angeles Angels,1,3,2
777054,2025-07-22,Los Angeles Angels,New York Mets,0,2,3
777058,2025-07-22,Atlanta Braves,San Francisco Giants,1,0,9
777058,2025-07-22,San Francisco Giants,Atlanta Braves,0,9,0
777047,2025-07-22,Chicago Cubs,Kansas City Royals,1,6,0
777047,2025-07-22,Kansas City Royals,Chicago Cubs,0,0,6
777043,2025-07-22,Texas Rangers,Athletics,1,6,2
777043,2025-07-22,Athletics,Texas Rangers,0,2,6
777049,2025-07-22,Colorado Rockies,St. Louis Cardinals,1,8,4
777049,2025-07-22,St. Louis Cardinals,Colorado Rockies,0,4,8
777040,2025-07-22,Arizona Diamondbacks,Houston Astros,1,1,3
777040,2025-07-22,Houston Astros,Arizona Diamondbacks,0,3,1
777035,2025-07-22,Seattle Mariners,Milwaukee Brewers,1,1,0
777035,2025-07-22,Milwaukee Brewers,Seattle Mariners,0,0,1
777039,2025-07-22,Los Angeles Dodgers,Minnesota Twins,1,7,10
777039,2025-07-22,Minnesota Twins,Los Angeles Dodgers,0,10,7
777026,2025-07-23,Washington Nationals,Cincinnati Reds,1,0,5
777026,2025-07-23,Cincinnati Reds,Washington Nationals,0,5,0
777037,2025-07-23,Miami Marlins,San Diego Padres,1,3,2
777037,2025-07-23,San Diego Padres,Miami Marlins,0,2,3
777041,2025-07-23,Atlanta Braves,San Francisco Giants,1,3,9
777041,2025-07-23,San Francisco Giants,Atlanta Braves,0,9,3
777029,2025-07-23,Pittsburgh Pirates,Detroit Tigers,1,6,1
777029,2025-07-23,Detroit Tigers,Pittsburgh Pirates,0,1,6
777034,2025-07-23,New York Mets,Los Angeles Angels,1,6,3
777034,2025-07-23,Los Angeles Angels,New York Mets,0,3,6
777031,2025-07-23,Chicago Cubs,Kansas City Royals,1,4,8
777031,2025-07-23,Kansas City Royals,Chicago Cubs,0,8,4
777028,2025-07-23,Colorado Rockies,St. Louis Cardinals,1,6,0
777028,2025-07-23,St. Louis Cardinals,Colorado Rockies,0,0,6
777032,2025-07-23,Arizona Diamondbacks,Houston Astros,1,3,4
777032,2025-07-23,Houston Astros,Arizona Diamondbacks,0,4,3
777024,2025-07-23,Seattle Mariners,Milwaukee Brewers,1,2,10
777024,2025-07-23,Milwaukee Brewers,Seattle Mariners,0,10,2
777022,2025-07-23,Los Angeles Dodgers,Minnesota Twins,1,4,3
777022,2025-07-23,Minnesota Twins,Los Angeles Dodgers,0,3,4
777036,2025-07-23,Cleveland Guardians,Baltimore Orioles,1,3,2
777036,2025-07-23,Baltimore Orioles,Cleveland Guardians,0,2,3
777027,2025-07-23,Toronto Blue Jays,New York Yankees,1,8,4
777027,2025-07-23,New York Yankees,Toronto Blue Jays,0,4,8
777038,2025-07-23,Philadelphia Phillies,Boston Red Sox,1,8,9
777038,2025-07-23,Boston Red Sox,Philadelphia Phillies,0,9,8
777030,2025-07-23,Tampa Bay Rays,Chicago White Sox,1,9,11
777030,2025-07-23,Chicago White Sox,Tampa Bay Rays,0,11,9
777033,2025-07-23,Texas Rangers,Athletics,1,2,1
777033,2025-07-23,Athletics,Texas Rangers,0,1,2
777019,2025-07-24,Cleveland Guardians,Baltimore Orioles,1,3,4
777019,2025-07-24,Baltimore Orioles,Cleveland Guardians,0,4,3
777021,2025-07-24,Detroit Tigers,Toronto Blue Jays,1,4,11
777021,2025-07-24,Toronto Blue Jays,Detroit Tigers,0,11,4
777023,2025-07-24,St. Louis Cardinals,San Diego Padres,1,9,7
777023,2025-07-24,San Diego Padres,St. Louis Cardinals,0,7,9
777025,2025-07-24,Houston Astros,Athletics,1,2,5
777025,2025-07-24,Athletics,Houston Astros,0,5,2
777018,2025-07-24,Los Angeles Angels,Seattle Mariners,1,2,4
777018,2025-07-24,Seattle Mariners,Los Angeles Angels,0,4,2
777008,2025-07-25,Milwaukee Brewers,Miami Marlins,1,1,5
777008,2025-07-25,Miami Marlins,Milwaukee Brewers,0,5,1
777014,2025-07-25,Pittsburgh Pirates,Arizona Diamondbacks,1,0,1
777014,2025-07-25,Arizona Diamondbacks,Pittsburgh Pirates,0,1,0
777020,2025-07-25,Baltimore Orioles,Colorado Rockies,1,5,6
777020,2025-07-25,Colorado Rockies,Baltimore Orioles,0,6,5
777015,2025-07-25,New York Yankees,Philadelphia Phillies,1,5,12
777015,2025-07-25,Philadelphia Phillies,New York Yankees,0,12,5
777012,2025-07-25,Boston Red Sox,Los Angeles Dodgers,1,2,5
777012,2025-07-25,Los Angeles Dodgers,Boston Red Sox,0,5,2
777013,2025-07-25,Cincinnati Reds,Tampa Bay Rays,1,7,2
777013,2025-07-25,Tampa Bay Rays,Cincinnati Reds,0,2,7
777016,2025-07-25,Detroit Tigers,Toronto Blue Jays,1,2,6
777016,2025-07-25,Toronto Blue Jays,Detroit Tigers,0,6,2
777005,2025-07-25,St. Louis Cardinals,San Diego Padres,1,3,0
777005,2025-07-25,San Diego Padres,St. Louis Cardinals,0,0,3
777017,2025-07-25,Chicago White Sox,Chicago Cubs,1,12,5
777017,2025-07-25,Chicago Cubs,Chicago White Sox,0,5,12
777009,2025-07-25,Texas Rangers,Atlanta Braves,1,8,3
777009,2025-07-25,Atlanta Braves,Texas Rangers,0,3,8
777007,2025-07-25,Houston Astros,Athletics,1,3,15
777007,2025-07-25,Athletics,Houston Astros,0,15,3
777011,2025-07-25,Minnesota Twins,Washington Nationals,1,1,0
777011,2025-07-25,Washington Nationals,Minnesota Twins,0,0,1
777006,2025-07-25,Los Angeles Angels,Seattle Mariners,1,3,2
777006,2025-07-25,Seattle Mariners,Los Angeles Angels,0,2,3
777004,2025-07-25,San Francisco Giants,New York Mets,1,1,8
777004,2025-07-25,New York Mets,San Francisco Giants,0,8,1
777001,2025-07-26,New York Yankees,Philadelphia Phillies,1,4,9
777001,2025-07-26,Philadelphia Phillies,New York Yankees,0,9,4
777010,2025-07-26,Kansas City Royals,Cleveland Guardians,1,5,3
777010,2025-07-26,Cleveland Guardians,Kansas City Royals,0,3,5
776990,2025-07-26,Kansas City Royals,Cleveland Guardians,1,4,6
776990,2025-07-26,Cleveland Guardians,Kansas City Royals,0,6,4
777003,2025-07-26,Detroit Tigers,Toronto Blue Jays,1,1,6
777003,2025-07-26,Toronto Blue Jays,Detroit Tigers,0,6,1
777002,2025-07-26,Pittsburgh Pirates,Arizona Diamondbacks,1,2,0
